id,generation,expected_label,predicted_label,misbehaviour,confidence,text
36,1,1,1,False,0.9999955892562866,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios harry cohn was certainly not one to shell out for it and definitely not during war time br br the plot gets a bit convoluted as both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,2,1,1,False,0.9999953508377075,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not one to shell out for it and definitely not during war time br br the plot gets a bit convoluted as both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,3,1,1,False,0.999995231628418,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not one to shell out for it and definitely not during war time br br the plot gets a bit convoluted as both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,4,1,1,False,0.9999954700469971,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not one to shell out for it and definitely not during war fourth dimension br br the plot gets a bit convoluted as both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,5,1,1,False,0.9999955892562866,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth dimension br br the plot gets a bit convoluted as both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,6,1,1,False,0.9999957084655762,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth dimension br br the plot gets a bit convoluted as and every bit both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,7,1,1,False,0.9999957084655762,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth proportion br br the plot gets a bit convoluted as and every bit both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,8,1,1,False,0.9999955892562866,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br and atomic number 35 randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth proportion br br the plot gets a bit convoluted as and every bit both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,9,1,1,False,0.9999957084655762,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br and atomic number 35 randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth proportion br br the plot gets a bit convoluted as and every mo both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
36,10,1,1,False,0.9999960660934448,<start> randolph scott and glenn ford were once outlaw pals together but now scott's a sheriff and young ford is still hiring his gun out he gets hired to pull a bank job but is delayed getting to town and those that hired him get someone else that leads to all kinds of complications a lot for a film that's not even 90 minutes long br br and atomic number 35 randy and glenn both got girls here claire trevor plays her usual good time gal with a heart of gold and evelyn <unk> is the daughter of edgar <unk> who falls for ford big time without realizing who he is or why he came to the town that scott is the sheriff in br br it's b western but unusual for the time and for columbia pictures it was given the full technicolor treatment the <unk> marked glenn ford's first film in technicolor a process reserved only for some of the more expensive films from bigger studios chevy cohn was certainly not and non one to shell out for it and definitely not during war fourth proportion br br the plot gets a bit convoluted as and every mo both ford and scott are put to the test of friendship versus <unk> duty the plot also involves some high class hypocritical <unk> in <unk> town who are the real and actual outlaws as far as the film is concerned br br the four leads do a fine job and the best supporting performance is <unk> williams as ford's lovable explosive and volatile <unk> of a sidekick the climax involves a cattle <unk> and a shootout in the town saloon and is one of the best ever done in a western film br br fans of the four leads and westerns in general will enjoy this one
