id,generation,expected_label,predicted_label,misbehaviour,confidence,text
9,1,0,0,False,0.9998707175254822,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so bad it's good but that seems to aptly describe wild rebels
9,2,0,0,False,0.9996394515037537,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so bad it's good and respectable but that seems to aptly describe wild rebels
9,3,0,0,False,0.9997267127037048,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so bad it's good and respectable but that seems to aptly describe and name wild rebels
9,4,0,0,False,0.998792827129364,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big it's good and respectable but that seems to aptly describe and name wild rebels
9,5,0,0,False,0.9991658926010132,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big it's good and respectable but that seems to aptly and competently describe and name wild rebels
9,6,0,0,False,0.997065007686615,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big it's good and respectable but that look to aptly and competently describe and name wild rebels
9,7,0,0,False,0.9998718500137329,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big it's good and respectable but that look to aptly and competently describe and name wild johnny reb
9,8,0,0,False,0.9998047947883606,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big and giving it's good and respectable but that look to aptly and competently describe and name wild johnny reb
9,9,0,0,False,0.9998582601547241,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever put on film i could go on forever but you get the idea br br i hate the term so big and giving it's good and respectable but that look to aptly and competently describe and mention wild johnny reb
9,10,0,0,False,0.9997358918190002,<start> if you decide to watch wild rebels don't expect anything deep and meaningful if you're looking for a film that explores the relationships and structure of a motorcycle gang wild rebels is the wrong movie if you're looking for an expose on the breakdown of the american educational system and the problem of juvenile <unk> wild rebels is the wrong movie if you're looking for a movie that examines how rural police departments are when facing a well financed well organized gang wild rebels is the wrong movie but if you're looking for an absurd movie filled with scene after scene of unintentional humor horrendous acting a paper thin plot and community theater style production values wild rebels is the right movie br br wild rebels is the story of a down on his luck stock car driver named rod <unk> steve after a fiery crash which rod walks away from completely unscathed despite having only a cotton pants and a london fog style jacket for protection rod decides to give it up with no plan for his future other than to wander aimless through the back roads of the south he stumbles on the satan's angels motorcycle gang a gang being three of the stupidest guys to ever zip up a leather jacket and a woman they seem to share this group of hoodlums spends their time terrorizing a rural town in florida by committing such atrocities as stealing a newspaper from a neighbor's <unk> these bumbling idiots need someone to act as their driver during some larger crimes they have planned apparently these three <unk> can only drive vehicles with two <unk> not four so they recruit rod to perform <unk> of daring that only an experienced stunt driver would be capable of like keeping the car in the middle of a <unk> road during a low speed chase eventually they hold up a bank get into the aforementioned low speed chase and have the lamest gun battle with the police ever and always put on film i could go on forever but you get the idea br br i hate the term so big and giving it's good and respectable but that look to aptly and competently describe and mention wild johnny reb
